POINT;DATE;MARKER;LONGITUDE;LATITUDE;NB_SATELLITE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple
P112;10/09/2018 07:40;0;38.793388;15.215715;7;113;6948;8.078;17449;924.639;20902;7.857;39108;16.626;32033;-41.9;430;-56.405;431;-18.448;431;1.43;3371;1681;1579;1703;3008;2.709;926.805;55.401;31.15;12.789;0.961;-99.9
P113;10/09/2018 07:41;0;38.793388;15.215716;7;113;6970;8.184;17449;924.639;20885;7.848;39107;16.626;32035;-41.8;430;-56.405;431;-18.448;431;1.43;3512;1711;1576;1703;3009;2.822;935.008;55.252;31.15;12.793;1.068;-99.9
P114;10/09/2018 07:41;0;38.793388;15.215716;7;113;6969;8.179;17444;924.516;20784;7.798;39108;16.626;32020;-42.4;430;-56.405;431;-18.448;432;1.43;3388;1757;1576;1704;3008;2.723;947.586;55.252;31.2;12.789;0.974;-99.9
P115;10/09/2018 07:41;0;38.793388;15.215716;7;113;6963;8.15;17445;924.541;20873;7.842;39107;16.626;32025;-42.2;430;-56.405;431;-18.448;431;1.43;3365;1715;1577;1704;3008;2.704;936.102;55.301;31.2;12.789;0.957;-99.9
P116;10/09/2018 07:41;0;38.793388;15.215716;7;114;6974;8.203;17435;924.294;20879;7.845;39107;16.626;32029;-42;431;-56.393;431;-18.448;432;1.43;3460;1755;1573;1705;3009;2.78;947.039;55.104;31.25;12.793;1.029;-99.9
P117;10/09/2018 07:41;0;38.793388;15.215716;7;114;6972;8.194;17427;924.096;20855;7.833;39106;16.625;32001;-43.3;431;-56.393;432;-18.444;432;1.43;3392;1760;1573;1706;3007;2.726;948.406;55.104;31.3;12.785;0.977;-99.9
P118;10/09/2018 07:41;0;38.793388;15.215716;7;114;6990;8.28;17439;924.393;20870;7.841;39106;16.625;32027;-42.1;430;-56.405;431;-18.448;432;1.43;3378;1710;1571;1706;3008;2.715;934.734;55.005;31.3;12.789;0.967;-99.9
P119;10/09/2018 07:42;0;38.793388;15.215716;7;114;6971;8.189;17449;924.639;20901;7.856;39106;16.625;32031;-41.9;431;-56.393;432;-18.444;432;1.43;3534;1741;1573;1707;3009;2.839;943.211;55.104;31.35;12.793;1.085;-99.9
P120;10/09/2018 07:42;0;38.793388;15.215716;7;114;6972;8.194;17442;924.467;20868;7.84;39105;16.625;32020;-42.4;431;-56.393;432;-18.444;432;1.43;3386;1677;1568;1709;3009;2.721;925.711;54.856;31.45;12.793;0.973;-99.9
P121;10/09/2018 07:42;0;38.793388;15.215716;7;113;6978;8.223;17442;924.467;20868;7.84;39104;16.624;32019;-42.5;431;-56.393;432;-18.444;432;1.43;3388;1764;1565;1710;3011;2.723;949.5;54.708;31.5;12.801;0.974;-99.9
P122;10/09/2018 07:42;0;38.793388;15.215716;7;113;6965;8.16;17446;924.565;20824;7.818;39105;16.625;32028;-42.1;431;-56.393;432;-18.444;432;1.43;3357;1709;1563;1710;3011;2.698;934.461;54.609;31.5;12.801;0.951;-99.9
P123;10/09/2018 07:42;0;38.793388;15.215716;7;114;6963;8.15;17443;924.491;20784;7.798;39105;16.625;32003;-43.2;431;-56.393;432;-18.444;432;1.43;3525;1715;1559;1709;2994;2.832;936.102;54.41;31.45;12.732;1.078;-99.9
P124;10/09/2018 07:42;0;38.793392;15.215716;7;114;6978;8.223;17443;924.491;20788;7.8;39102;16.623;32014;-42.7;431;-56.393;432;-18.444;432;1.43;3433;1712;1557;1710;2995;2.759;935.281;54.312;31.5;12.736;1.008;-99.9
P125;10/09/2018 07:43;0;38.7934;15.215718;7;114;6996;8.309;17453;924.738;20671;7.741;39095;16.62;32015;-42.6;432;-56.381;432;-18.444;432;1.43;3392;1752;1558;1712;3009;2.726;946.219;54.361;31.6;12.793;0.977;-99.9
P126;10/09/2018 07:43;0;38.7934;15.21572;7;114;6989;8.276;17461;924.936;20801;7.806;39090;16.618;32010;-42.9;431;-56.393;432;-18.444;432;1.43;3361;1766;1552;1712;3010;2.701;950.047;54.064;31.6;12.797;0.954;-99.9
P127;10/09/2018 07:43;0;38.793404;15.21572;6;145;6977;8.218;17451;924.689;20825;7.818;39086;16.616;32023;-42.3;432;-56.381;432;-18.444;433;1.43;3460;1716;1550;1714;3010;2.78;936.375;53.965;31.7;12.797;1.029;-99.9
P128;10/09/2018 07:43;0;38.793404;15.21572;6;144;6981;8.237;17443;924.491;20735;7.773;39083;16.614;32022;-42.3;432;-56.381;432;-18.444;433;1.43;3495;1787;1546;1713;3012;2.808;955.789;53.767;31.65;12.805;1.056;-99.9
P129;10/09/2018 07:43;0;38.793404;15.21572;6;145;6971;8.189;17448;924.615;20696;7.754;39081;16.613;31981;-44.1;432;-56.381;432;-18.444;433;1.43;3373;1697;1546;1713;3011;2.711;931.18;53.767;31.65;12.801;0.963;-99.9
P130;10/09/2018 07:43;0;38.793404;15.21572;6;145;6958;8.126;17441;924.442;20665;7.738;39080;16.613;32006;-43;432;-56.381;433;-18.439;433;1.43;3385;1788;1545;1716;3012;2.72;956.062;53.717;31.8;12.805;0.972;-99.9
P131;10/09/2018 07:44;0;38.793404;15.21572;7;114;6989;8.276;17442;924.467;20634;7.723;39078;16.612;32000;-43.3;432;-56.381;432;-18.444;433;1.43;3477;1715;1543;1716;3012;2.794;936.102;53.618;31.8;12.805;1.042;-99.9
P132;10/09/2018 07:44;0;38.793404;15.21572;7;114;6957;8.121;17441;924.442;20652;7.732;39076;16.611;32003;-43.2;432;-56.381;433;-18.439;433;1.43;3534;1727;1540;1718;3025;2.839;939.383;53.47;31.9;12.858;1.085;-99.9
P133;10/09/2018 07:44;0;38.793404;15.21572;6;145;6956;8.117;17436;924.318;20580;7.696;39073;16.609;32010;-42.9;432;-56.381;432;-18.444;433;1.43;3406;1685;1539;1718;3025;2.737;927.898;53.421;31.9;12.858;0.988;-99.9
P134;10/09/2018 07:44;0;38.793404;15.21572;6;145;6919;7.938;17433;924.244;20597;7.704;39069;16.607;32020;-42.4;432;-56.381;433;-18.439;433;1.43;3390;1755;1538;1717;3014;2.724;947.039;53.371;31.85;12.813;0.976;-99.9
P135;10/09/2018 07:44;0;38.793404;15.21572;7;114;6953;8.102;17432;924.22;20628;7.72;39064;16.605;32025;-42.2;433;-56.369;433;-18.439;433;1.43;3359;1725;1535;1718;3008;2.7;938.836;53.222;31.9;12.789;0.952;-99.9
P136;10/09/2018 07:44;0;38.793404;15.21572;7;114;6964;8.155;17427;924.096;20617;7.714;39061;16.603;32034;-41.8;432;-56.381;433;-18.439;433;1.43;3475;1718;1534;1719;3009;2.792;936.922;53.173;31.95;12.793;1.04;-99.9
P137;10/09/2018 07:45;0;38.793404;15.21572;7;114;6939;8.035;17437;924.343;20635;7.723;39061;16.603;32035;-41.8;432;-56.381;433;-18.439;434;1.43;3407;1691;1529;1720;3009;2.738;929.539;52.925;32;12.793;0.989;-99.9
P138;10/09/2018 07:45;0;38.793404;15.215718;6;146;6944;8.059;17439;924.393;20588;7.7;39062;16.604;32020;-42.4;432;-56.381;433;-18.439;434;1.43;3373;1699;1525;1720;3010;2.711;931.727;52.728;32;12.797;0.963;-99.9
P139;10/09/2018 07:45;0;38.793404;15.215718;6;146;6937;8.025;17442;924.467;20646;7.729;39064;16.605;32034;-41.8;433;-56.369;433;-18.439;433;1.43;3385;1789;1527;1721;3011;2.72;956.336;52.826;32.05;12.801;0.972;-99.9
P140;10/09/2018 07:45;0;38.793404;15.215714;6;146;6946;8.068;17444;924.516;20725;7.768;39064;16.605;32014;-42.7;432;-56.381;433;-18.439;434;1.43;3381;1712;1526;1722;2998;2.717;935.281;52.777;32.1;12.748;0.969;-99.9
P141;10/09/2018 07:45;0;38.793404;15.215712;7;114;6953;8.102;17443;924.491;20726;7.769;39065;16.605;32031;-41.9;432;-56.381;434;-18.435;433;1.43;3498;1785;1525;1721;2996;2.811;955.242;52.728;32.05;12.74;1.058;-99.9
P142;10/09/2018 07:45;0;38.793404;15.215712;6;146;6930;7.991;17442;924.467;20690;7.751;39065;16.605;32030;-42;433;-56.369;434;-18.435;434;1.43;3410;1694;1520;1722;2996;2.74;930.359;52.48;32.1;12.74;0.991;-99.9
P143;10/09/2018 07:46;0;38.7934;15.21571;6;147;6956;8.117;17452;924.714;20681;7.746;39066;16.606;32000;-43.3;433;-56.369;433;-18.439;434;1.43;3389;1758;1517;1723;2997;2.724;947.859;52.332;32.15;12.744;0.975;-99.9
P144;10/09/2018 07:46;0;38.7934;15.215709;7;114;6950;8.088;17454;924.763;20726;7.769;39065;16.605;32024;-42.3;433;-56.369;434;-18.435;434;1.43;3360;1745;1517;1724;3010;2.7;944.305;52.332;32.2;12.797;0.953;-99.9
P145;10/09/2018 07:46;0;38.793404;15.21571;6;147;6971;8.189;17449;924.639;20720;7.766;39065;16.605;32017;-42.6;433;-56.369;433;-18.439;434;1.43;3454;1718;1515;1725;3011;2.776;936.922;52.232;32.25;12.801;1.024;-99.9
P146;10/09/2018 07:46;0;38.793407;15.215712;6;147;6975;8.208;17440;924.417;20684;7.748;39066;16.606;32021;-42.4;433;-56.369;434;-18.435;434;1.43;3506;1790;1511;1727;3013;2.817;956.609;52.035;32.35;12.809;1.064;-99.9
P147;10/09/2018 07:46;0;38.793407;15.215712;6;147;6987;8.266;17443;924.491;20700;7.756;39068;16.607;31993;-43.6;433;-56.369;434;-18.435;434;1.43;3391;1752;1511;1727;3012;2.725;946.219;52.035;32.35;12.805;0.976;-99.9
P148;10/09/2018 07:46;0;38.793407;15.215712;6;147;7001;8.333;17440;924.417;20668;7.74;39067;16.606;31998;-43.4;433;-56.369;434;-18.435;434;1.43;3396;1764;1508;1727;3011;2.729;949.5;51.886;32.35;12.801;0.98;-99.9
P149;10/09/2018 07:47;0;38.793407;15.215712;6;147;6980;8.232;17441;924.442;20740;7.776;39067;16.606;32012;-42.8;433;-56.369;433;-18.439;434;1.43;3355;1714;1505;1728;3024;2.696;935.828;51.737;32.4;12.854;0.949;-99.9
P150;10/09/2018 07:47;0;38.793407;15.215712;6;148;6973;8.198;17444;924.516;20698;7.755;39068;16.607;32008;-43;433;-56.369;434;-18.435;434;1.43;3506;1713;1502;1728;3026;2.817;935.555;51.589;32.4;12.862;1.064;-99.9
P151;10/09/2018 07:47;0;38.793407;15.215712;6;148;6978;8.223;17434;924.269;20713;7.762;39069;16.607;32007;-43;433;-56.369;434;-18.435;434;1.43;3488;1792;1500;1728;3026;2.803;957.156;51.49;32.4;12.862;1.05;-99.9
P152;10/09/2018 07:47;0;38.793407;15.215712;6;148;6989;8.276;17424;924.022;20696;7.754;39068;16.607;32014;-42.7;433;-56.369;434;-18.435;434;1.43;3376;1708;1501;1730;3025;2.713;934.188;51.54;32.5;12.858;0.965;-99.9
P153;10/09/2018 07:47;0;38.793407;15.215712;6;148;6952;8.097;17428;924.121;20674;7.743;39069;16.607;32017;-42.6;433;-56.369;434;-18.435;435;1.43;3395;1776;1495;1729;3008;2.728;952.781;51.243;32.45;12.789;0.979;-99.9
P154;10/09/2018 07:47;0;38.793407;15.215712;6;148;6963;8.15;17425;924.047;20743;7.777;39069;16.607;32005;-43.1;434;-56.357;434;-18.435;435;1.43;3375;1750;1492;1731;3009;2.712;945.672;51.094;32.55;12.793;0.964;-99.9
P155;10/09/2018 07:48;0;38.793407;15.215712;6;148;6957;8.121;17435;924.294;20668;7.74;39068;16.607;32025;-42.2;434;-56.357;434;-18.435;435;1.43;3448;1719;1494;1731;3009;2.771;937.195;51.193;32.55;12.793;1.02;-99.9
P156;10/09/2018 07:48;0;38.793407;15.215712;6;148;6953;8.102;17445;924.541;20707;7.759;39068;16.607;32036;-41.7;434;-56.357;434;-18.435;435;1.43;3524;1784;1495;1733;3010;2.831;954.969;51.243;32.65;12.797;1.078;-99.9
P157;10/09/2018 07:48;0;38.793407;15.215712;6;149;6915;7.919;17444;924.516;20788;7.8;39068;16.607;32031;-41.9;434;-56.357;435;-18.43;435;1.43;3383;1683;1491;1732;3009;2.719;927.352;51.044;32.6;12.793;0.97;-99.9
P158;10/09/2018 07:48;0;38.793407;15.215712;6;149;6946;8.068;17439;924.393;20777;7.794;39069;16.607;32027;-42.1;434;-56.357;434;-18.435;435;1.43;3401;1760;1490;1734;2995;2.733;948.406;50.995;32.7;12.736;0.984;-99.9
P159;10/09/2018 07:48;0;38.793407;15.215712;6;149;6954;8.107;17444;924.516;20818;7.815;39069;16.607;32014;-42.7;434;-56.357;434;-18.435;435;1.43;3365;1728;1486;1733;2995;2.704;939.656;50.797;32.65;12.736;0.957;-99.9
P160;10/09/2018 07:48;0;38.793407;15.215712;6;149;6949;8.083;17443;924.491;20718;7.765;39068;16.607;32011;-42.8;434;-56.357;435;-18.43;435;1.43;3374;1788;1484;1734;2996;2.712;956.062;50.698;32.7;12.74;0.963;-99.9
P161;10/09/2018 07:49;0;38.793407;15.215712;6;149;6953;8.102;17458;924.862;20728;7.77;39066;16.606;31990;-43.7;434;-56.357;435;-18.43;435;1.43;3377;1715;1481;1735;2997;2.714;936.102;50.549;32.75;12.744;0.966;-99.9
P162;10/09/2018 07:49;0;38.793407;15.215712;6;149;6955;8.112;17451;924.689;20713;7.762;39066;16.606;32013;-42.7;434;-56.357;435;-18.43;435;1.43;3492;1716;1480;1736;3010;2.806;936.375;50.5;32.8;12.797;1.053;-99.9
P163;10/09/2018 07:49;0;38.793407;15.215712;6;150;6953;8.102;17453;924.738;20714;7.763;39066;16.606;32000;-43.3;434;-56.357;435;-18.43;435;1.43;3378;1684;1478;1736;3011;2.715;927.625;50.401;32.8;12.801;0.967;-99.9
P164;10/09/2018 07:49;0;38.793407;15.215712;6;150;6973;8.198;17445;924.541;20802;7.807;39067;16.606;32007;-43;434;-56.357;435;-18.43;435;1.43;3368;1793;1476;1737;3011;2.707;957.43;50.302;32.85;12.801;0.959;-99.9
P165;10/09/2018 07:49;0;38.793407;15.215712;6;150;6959;8.131;17438;924.368;20799;7.805;39067;16.606;32001;-43.3;434;-56.357;435;-18.43;435;1.43;3504;1720;1477;1738;3012;2.815;937.469;50.352;32.9;12.805;1.062;-99.9
P166;10/09/2018 07:49;0;38.793407;15.215712;6;150;6989;8.276;17439;924.393;20750;7.781;39069;16.607;32005;-43.1;434;-56.357;435;-18.43;435;1.43;3388;1793;1477;1739;3012;2.723;957.43;50.352;32.95;12.805;0.974;-99.9
P167;10/09/2018 07:50;0;38.793407;15.215714;6;150;6983;8.247;17436;924.318;20823;7.817;39067;16.606;32008;-43;435;-56.345;435;-18.43;435;1.43;3422;1721;1476;1739;3026;2.75;937.742;50.302;32.95;12.862;1;-99.9
P168;10/09/2018 07:50;0;38.793407;15.215714;6;150;6969;8.179;17438;924.368;20780;7.796;39065;16.605;32006;-43;434;-56.357;435;-18.43;436;1.43;3475;1761;1474;1740;3026;2.792;948.68;50.203;33;12.862;1.04;-99.9
P169;10/09/2018 07:50;0;38.793407;15.215714;6;150;6976;8.213;17436;924.318;20717;7.764;39065;16.605;32023;-42.3;434;-56.357;435;-18.43;436;1.43;3382;1734;1471;1740;3025;2.718;941.297;50.055;33;12.858;0.97;-99.9
P170;10/09/2018 07:50;0;38.793407;15.215714;6;151;6972;8.194;17428;924.121;20696;7.754;39067;16.606;32035;-41.8;434;-56.357;436;-18.426;435;1.43;3367;1767;1470;1740;3025;2.706;950.32;50.005;33;12.858;0.958;-99.9
P171;10/09/2018 07:50;0;38.793407;15.215714;6;151;6991;8.285;17427;924.096;20642;7.727;39067;16.606;32019;-42.5;435;-56.345;435;-18.43;436;1.43;3400;1716;1470;1741;3013;2.732;936.375;50.005;33.05;12.809;0.983;-99.9
P172;10/09/2018 07:50;0;38.793407;15.215714;6;151;6966;8.165;17430;924.17;20644;7.728;39067;16.606;32017;-42.6;435;-56.345;435;-18.43;436;1.43;3540;1719;1469;1740;3008;2.844;937.195;49.956;33;12.789;1.09;-99.9
P173;10/09/2018 07:51;0;38.793407;15.215714;6;151;6973;8.198;17428;924.121;20670;7.741;39066;16.606;32040;-41.5;435;-56.345;435;-18.43;435;1.43;3466;1756;1468;1741;3010;2.785;947.312;49.906;33.05;12.797;1.033;-99.9
P174;10/09/2018 07:51;0;38.793407;15.215714;6;151;6975;8.208;17443;924.491;20712;7.762;39066;16.606;32035;-41.8;435;-56.345;436;-18.426;436;1.43;3388;1738;1468;1742;3010;2.723;942.391;49.906;33.1;12.797;0.974;-99.9
P175;10/09/2018 07:51;0;38.793407;15.215714;6;151;6977;8.218;17438;924.368;20692;7.752;39066;16.606;32032;-41.9;435;-56.345;436;-18.426;436;1.43;3386;1753;1470;1743;3011;2.721;946.492;50.005;33.15;12.801;0.973;-99.9
P176;10/09/2018 07:51;0;38.793407;15.215714;6;152;6965;8.16;17440;924.417;20724;7.768;39067;16.606;32024;-42.3;435;-56.345;435;-18.43;436;1.43;3399;1775;1464;1743;2995;2.732;952.508;49.708;33.15;12.736;0.983;-99.9
P177;10/09/2018 07:51;0;38.793407;15.215714;6;152;6967;8.17;17440;924.417;20878;7.845;39067;16.606;32033;-41.9;435;-56.345;435;-18.43;436;1.43;3372;1796;1468;1744;2995;2.71;958.25;49.906;33.2;12.736;0.962;-99.9
P178;10/09/2018 07:51;0;38.793407;15.215714;6;152;6973;8.198;17448;924.615;20943;7.877;39067;16.606;32005;-43.1;435;-56.345;436;-18.426;436;1.43;3366;1734;1463;1744;2996;2.705;941.297;49.659;33.2;12.74;0.957;-99.9
P179;10/09/2018 07:52;0;38.793407;15.215714;6;152;6982;8.242;17454;924.763;20880;7.846;39066;16.606;32022;-42.3;435;-56.345;436;-18.426;436;1.43;3365;1716;1465;1745;2997;2.704;936.375;49.757;33.25;12.744;0.957;-99.9
P180;10/09/2018 07:52;0;38.793407;15.215714;6;152;6983;8.247;17454;924.763;20976;7.893;39065;16.605;32034;-41.8;435;-56.345;436;-18.426;436;1.43;3362;1717;1463;1744;2997;2.702;936.648;49.659;33.2;12.744;0.954;-99.9
P181;10/09/2018 07:52;0;38.793407;15.215714;6;152;6975;8.208;17455;924.788;20938;7.874;39065;16.605;32016;-42.6;435;-56.345;436;-18.426;436;1.43;3380;1718;1463;1747;3012;2.716;936.922;49.659;33.35;12.805;0.968;-99.9
P182;10/09/2018 07:52;0;38.793407;15.215714;6;153;6967;8.17;17449;924.639;20903;7.857;39063;16.604;32007;-43;435;-56.345;436;-18.426;436;1.43;3370;1739;1463;1746;3012;2.708;942.664;49.659;33.3;12.805;0.96;-99.9
P183;10/09/2018 07:52;0;38.793407;15.215714;6;153;6979;8.227;17439;924.393;20925;7.868;39063;16.604;32007;-43;435;-56.345;436;-18.426;436;1.43;3372;1791;1462;1746;3013;2.71;956.883;49.609;33.3;12.809;0.962;-99.9
P184;10/09/2018 07:52;0;38.793407;15.215714;6;153;6971;8.189;17433;924.244;20947;7.879;39062;16.604;31981;-44.1;435;-56.345;436;-18.426;437;1.43;3371;1795;1460;1748;3013;2.709;957.977;49.51;33.4;12.809;0.961;-99.9
P185;10/09/2018 07:53;0;38.793407;15.215714;6;153;6997;8.314;17441;924.442;20945;7.878;39062;16.604;32023;-42.3;436;-56.333;436;-18.426;437;1.43;3376;1795;1460;1750;3025;2.713;957.977;49.51;33.5;12.858;0.965;-99.9
P186;10/09/2018 07:53;0;38.793407;15.215714;6;153;6994;8.3;17440;924.417;20952;7.881;39062;16.604;32001;-43.3;435;-56.345;436;-18.426;436;1.43;3393;1800;1456;1750;3026;2.727;959.344;49.312;33.5;12.862;0.978;-99.9
P187;10/09/2018 07:53;0;38.793407;15.215714;6;153;7008;8.367;17434;924.269;21025;7.918;39059;16.602;32007;-43;435;-56.345;436;-18.426;437;1.43;3403;1766;1456;1748;3026;2.735;950.047;49.312;33.4;12.862;0.986;-99.9
P188;10/09/2018 07:53;0;38.793407;15.215714;6;154;6990;8.28;17416;923.825;21069;7.94;39058;16.602;32006;-43;436;-56.333;436;-18.426;437;1.43;3388;1738;1454;1751;3027;2.723;942.391;49.213;33.55;12.866;0.974;-99.9
P189;10/09/2018 07:53;0;38.793407;15.215714;6;154;7018;8.415;17424;924.022;21014;7.912;39059;16.602;32018;-42.5;435;-56.345;436;-18.426;436;1.43;3385;1687;1453;1751;3027;2.72;928.445;49.164;33.55;12.866;0.972;-99.9
P190;10/09/2018 07:53;0;38.793407;15.215714;6;154;7039;8.516;17424;924.022;21046;7.928;39059;16.602;32021;-42.4;436;-56.333;436;-18.426;437;1.43;3448;1719;1450;1751;3009;2.771;937.195;49.015;33.55;12.793;1.02;-99.9
P191;10/09/2018 07:54;0;38.793407;15.215714;6;154;7039;8.516;17423;923.997;21121;7.966;39058;16.602;32022;-42.3;436;-56.333;436;-18.426;436;1.43;3543;1717;1449;1752;3010;2.847;936.648;48.965;33.6;12.797;1.092;-99.9
P192;10/09/2018 07:54;0;38.793407;15.215714;6;154;7035;8.497;17432;924.22;21032;7.921;39059;16.602;32055;-40.9;436;-56.333;437;-18.421;437;1.43;3368;1718;1452;1752;3009;2.707;936.922;49.114;33.6;12.793;0.959;-99.9
P193;10/09/2018 07:54;0;38.793407;15.215714;6;154;7022;8.435;17436;924.318;21002;7.906;39058;16.602;32028;-42.1;436;-56.333;437;-18.421;437;1.43;3401;1766;1447;1752;3011;2.733;950.047;48.867;33.6;12.801;0.984;-99.9
P194;10/09/2018 07:54;0;38.793407;15.215714;6;155;7021;8.43;17434;924.269;21077;7.944;39057;16.601;32033;-41.9;436;-56.333;436;-18.426;437;1.43;3387;1685;1444;1752;2995;2.722;927.898;48.718;33.6;12.736;0.973;-99.9
P195;10/09/2018 07:54;0;38.793407;15.215714;6;155;7003;8.343;17438;924.368;21083;7.947;39056;16.601;32003;-43.2;436;-56.333;437;-18.421;437;1.43;3540;1731;1442;1754;2997;2.844;940.477;48.619;33.7;12.744;1.09;-99.9
P196;10/09/2018 07:54;0;38.793407;15.215714;6;155;7007;8.362;17443;924.491;21234;8.022;39056;16.601;32031;-41.9;436;-56.333;437;-18.421;437;1.43;3369;1718;1441;1753;2996;2.708;936.922;48.569;33.65;12.74;0.96;-99.9
P197;10/09/2018 07:55;0;38.793407;15.215714;6;155;7004;8.348;17448;924.615;21372;8.091;39056;16.601;32015;-42.6;436;-56.333;437;-18.421;437;1.43;3385;1723;1437;1754;2996;2.72;938.289;48.371;33.7;12.74;0.972;-99.9
P198;10/09/2018 07:55;0;38.793407;15.215714;6;155;7000;8.329;17447;924.59;21266;8.038;39055;16.6;32012;-42.8;436;-56.333;436;-18.426;437;1.43;3438;1723;1439;1754;2998;2.763;938.289;48.471;33.7;12.748;1.012;-99.9
P199;10/09/2018 07:55;0;38.793407;15.215714;6;156;6972;8.194;17448;924.615;21170;7.99;39056;16.601;32031;-41.9;436;-56.333;436;-18.426;437;1.43;3520;1723;1442;1756;3012;2.828;938.289;48.619;33.8;12.805;1.075;-99.9
P200;10/09/2018 07:55;0;38.793407;15.215714;6;156;6996;8.309;17439;924.393;21116;7.963;39056;16.601;32008;-43;436;-56.333;437;-18.421;437;1.43;3374;1719;1442;1755;3012;2.712;937.195;48.619;33.75;12.805;0.963;-99.9
P201;10/09/2018 07:55;0;38.793407;15.215714;6;156;7010;8.377;17447;924.59;21092;7.951;39055;16.6;32001;-43.3;436;-56.333;437;-18.421;437;1.43;3383;1720;1440;1757;3013;2.719;937.469;48.52;33.85;12.809;0.97;-99.9
P202;10/09/2018 07:55;0;38.793407;15.215714;6;156;6977;8.218;17428;924.121;21117;7.964;39057;16.601;32013;-42.7;436;-56.333;437;-18.421;438;1.429;3545;1746;1442;1756;3013;2.848;944.578;48.619;33.8;12.809;1.094;-99.9
P203;10/09/2018 07:56;0;38.793407;15.215714;6;156;6973;8.198;17432;924.22;21012;7.911;39055;16.6;32012;-42.8;436;-56.333;437;-18.421;437;1.43;3366;1717;1438;1756;3027;2.705;936.648;48.421;33.8;12.866;0.957;-99.9
P204;10/09/2018 07:56;0;38.793407;15.215714;6;157;6991;8.285;17435;924.294;21128;7.969;39055;16.6;32028;-42.1;436;-56.333;437;-18.421;437;1.43;3385;1702;1440;1758;3026;2.72;932.547;48.52;33.9;12.862;0.972;-99.9
P205;10/09/2018 07:56;0;38.793407;15.215714;6;157;7017;8.41;17423;923.997;21238;8.024;39053;16.599;32036;-41.7;436;-56.333;437;-18.421;437;1.43;3532;1787;1438;1758;3027;2.838;955.789;48.421;33.9;12.866;1.084;-99.9
P206;10/09/2018 07:56;0;38.793407;15.215714;6;157;7021;8.43;17419;923.899;21196;8.003;39053;16.599;32050;-41.1;437;-56.321;437;-18.421;437;1.43;3375;1718;1433;1760;3026;2.712;936.922;48.174;34;12.862;0.964;-99.9
P207;10/09/2018 07:56;0;38.793407;15.215714;6;157;6986;8.261;17421;923.948;21075;7.943;39052;16.599;32019;-42.5;437;-56.321;437;-18.421;438;1.429;3390;1705;1433;1759;3027;2.724;933.367;48.174;33.95;12.866;0.976;-99.9
P208;10/09/2018 07:56;0;38.793407;15.215712;6;157;6966;8.165;17425;924.047;20977;7.894;39054;16.6;32035;-41.8;436;-56.333;437;-18.421;438;1.429;3540;1721;1436;1760;3014;2.844;937.742;48.322;34;12.813;1.09;-99.9
P209;10/09/2018 07:57;0;38.793407;15.215712;6;157;6963;8.15;17426;924.072;20855;7.833;39055;16.6;32021;-42.4;437;-56.321;437;-18.421;438;1.429;3369;1729;1432;1759;3009;2.708;939.93;48.124;33.95;12.793;0.96;-99.9
P210;10/09/2018 07:57;0;38.793407;15.215712;6;158;6960;8.136;17426;924.072;20787;7.799;39056;16.601;32035;-41.8;437;-56.321;437;-18.421;438;1.429;3392;1689;1430;1761;3011;2.726;928.992;48.025;34.05;12.801;0.977;-99.9
P211;10/09/2018 07:57;0;38.793407;15.215712;6;158;6949;8.083;17434;924.269;20703;7.757;39056;16.601;32040;-41.5;437;-56.321;438;-18.417;438;1.429;3439;1723;1429;1761;3011;2.764;938.289;47.975;34.05;12.801;1.013;-99.9
P212;10/09/2018 07:57;0;38.793407;15.215712;6;158;6959;8.131;17437;924.343;20757;7.784;39056;16.601;32028;-42.1;436;-56.333;437;-18.421;438;1.429;3403;1763;1429;1761;2995;2.735;949.227;47.975;34.05;12.736;0.986;-99.9
P213;10/09/2018 07:57;0;38.793407;15.215712;6;158;6957;8.121;17439;924.393;20868;7.84;39057;16.601;32032;-41.9;437;-56.321;438;-18.417;438;1.429;3542;1732;1429;1761;2997;2.846;940.75;47.975;34.05;12.744;1.091;-99.9
P214;10/09/2018 07:57;0;38.793407;15.215712;6;158;6954;8.107;17454;924.763;20745;7.778;39057;16.601;32009;-42.9;437;-56.321;437;-18.421;438;1.429;3399;1787;1428;1762;2996;2.732;955.789;47.926;34.1;12.74;0.983;-99.9
P215;10/09/2018 07:58;0;38.793411;15.215714;7;115;6977;8.218;17448;924.615;20790;7.801;39059;16.602;32036;-41.7;437;-56.321;438;-18.417;438;1.429;3542;1769;1423;1762;2998;2.846;950.867;47.679;34.1;12.748;1.091;-99.9
