DATE;POINT;MARKER;LONGITUDE;LATITUDE;HDOP;COUNT_CO2_100;CO2_100;COUNT_P_atm;P_atm;COUNT_CO2_10;CO2_10;COUNT_T_atm;T_atm ;COUNT_SP;SP ;COUNT_SO2;SO2;COUNT_H2S;H2S ;COUNT_PYR;PYR ;COUNT_V_FLUX;V_FLUX;COUNT_P_in;P_in;COUNT_Rh;Rh;COUNT_T_in;T_in;COUNT_V_BAT;V_BAT;PUMP_FLUX;Thermocouple;MISSING;TIMELAG
10/09/2018 08:46:21;P505;0;38.793423;15.215718;114;7003;1564.780427;17426;924.072;20904;1470.531924;39079;16.612;31984;-44;444;-56.238;444;-18.39;445;1.429;3470;;1383;1823;3014;2.788;942.117;45.699;37.15;12.813;1.037;-99.9;0;10
10/09/2018 08:46:31;P506;0;38.793423;15.215718;114;7018;1578.824461;17430;924.17;20993;1479.057429;39082;16.614;31989;-43.8;445;-56.226;444;-18.39;445;1.429;3421;;1383;1821;3014;2.749;951.961;45.699;37.05;12.813;0.999;-99.9;0;10
10/09/2018 08:46:41;P507;0;38.793423;15.215718;114;7023;1583.508893;17432;924.22;21037;1483.322011;39081;16.613;31970;-44.6;444;-56.238;444;-18.39;445;1.429;3554;;1380;1822;3015;2.855;943.484;45.55;37.1;12.817;1.1;-99.9;0;10
10/09/2018 08:46:51;P508;0;38.793423;15.215718;114;7056;1614.582643;17430;924.17;21196;1498.645849;39084;16.615;31973;-44.5;444;-56.238;445;-18.385;445;1.429;3417;;1379;1824;3014;2.746;960.438;45.5;37.2;12.813;0.996;-99.9;0;10
10/09/2018 08:47:01;P509;0;38.793423;15.215718;114;7009;1570.435386;17427;924.096;21194;1498.451777;39086;16.616;31978;-44.3;444;-56.238;445;-18.385;445;1.429;3485;;1382;1823;3017;2.8;953.875;45.649;37.15;12.825;1.048;-99.9;0;10
10/09/2018 08:47:11;P510;0;38.793423;15.215718;114;7007;1568.485147;17432;924.22;21070;1486.424294;39089;16.617;31971;-44.6;444;-56.238;445;-18.385;445;1.429;3380;;1381;1823;3015;2.716;938.836;45.599;37.15;12.817;0.968;-99.9;0;10
10/09/2018 08:47:21;P511;0;38.793423;15.215718;114;7014;1575.11705;17431;924.195;21062;1485.648663;39093;16.619;32000;-43.3;444;-56.238;444;-18.39;445;1.429;3406;;1381;1825;3016;2.737;931.18;45.599;37.25;12.821;0.988;-99.9;0;10
10/09/2018 08:47:31;P512;0;38.793423;15.215718;114;6998;1560.102156;17431;924.195;21080;1487.39389;39097;16.621;31981;-44.1;444;-56.238;445;-18.385;445;1.429;3476;;1385;1822;3017;2.793;940.75;45.798;37.1;12.825;1.041;-99.9;0;10
10/09/2018 08:47:41;P513;0;38.793423;15.215718;114;6993;1555.425413;17435;924.294;20999;1479.638891;39101;16.623;31981;-44.1;444;-56.238;445;-18.385;445;1.429;3421;;1386;1823;3025;2.749;950.32;45.847;37.15;12.858;0.999;-99.9;0;10
10/09/2018 08:47:51;P514;0;38.793423;15.215718;114;6991;1553.47722;17436;924.318;20987;1478.47599;39106;16.625;31981;-44.1;445;-56.226;445;-18.385;445;1.429;3544;;1389;1823;3015;2.847;955.516;45.995;37.15;12.817;1.093;-99.9;0;10
10/09/2018 08:48:01;P515;0;38.793423;15.215718;114;6978;1541.404315;17435;924.294;20951;1474.987831;39111;16.628;32000;-43.3;444;-56.238;445;-18.385;445;1.429;3391;;1391;1823;3014;2.725;957.156;46.095;37.15;12.813;0.976;-99.9;0;10
10/09/2018 08:48:11;P516;0;38.793423;15.215718;114;7005;1566.73016;17427;924.096;20920;1472.081654;39114;16.629;31990;-43.7;445;-56.226;445;-18.385;446;1.429;3432;;1396;1824;3015;2.758;933.367;46.342;37.2;12.817;1.008;-99.9;0;10
10/09/2018 08:48:21;P517;0;38.793423;15.215718;114;7009;1570.435386;17436;924.318;20948;1474.600308;39118;16.631;31992;-43.7;444;-56.238;445;-18.385;445;1.429;3417;;1401;1823;3016;2.746;939.109;46.59;37.15;12.821;0.996;-99.9;0;10
10/09/2018 08:48:31;P518;0;38.793423;15.215718;114;7013;1574.141576;17429;924.146;21014;1480.995724;39122;16.633;31996;-43.5;444;-56.238;445;-18.385;446;1.429;3404;;1404;1824;3017;2.736;941.844;46.738;37.2;12.825;0.986;-99.9;0;10
10/09/2018 08:48:41;P519;0;38.793423;15.215718;114;7002;1563.805661;17433;924.244;21012;1480.801883;39127;16.636;31987;-43.9;445;-56.226;445;-18.385;445;1.429;3522;;1404;1825;3017;2.83;941.57;46.738;37.25;12.825;1.076;-99.9;0;10
10/09/2018 08:48:51;P520;0;38.793423;15.215718;114;6982;1545.103001;17433;924.244;20852;1465.496408;39128;16.636;31983;-44.1;445;-56.226;445;-18.385;446;1.429;3416;;1410;1825;3017;2.745;954.969;47.035;37.25;12.825;0.995;-99.9;0;10
10/09/2018 08:49:01;P521;0;38.793423;15.215718;114;6989;1551.724073;17435;924.294;20817;1462.011272;39129;16.637;31994;-43.6;444;-56.238;445;-18.385;446;1.429;3513;;1411;1823;3017;2.823;959.344;47.084;37.15;12.825;1.069;-99.9;0;10
10/09/2018 08:49:11;P522;0;38.793423;15.215718;120;6991;1553.47722;17431;924.195;20885;1468.594987;39133;16.639;31996;-43.5;445;-56.226;445;-18.385;446;1.429;3380;;1411;1824;3017;2.716;942.938;47.084;37.2;12.825;0.968;-99.9;0;10
10/09/2018 08:49:21;P523;0;38.793423;15.215718;120;7005;1566.73016;17430;924.17;20863;1466.464645;39135;16.64;31986;-43.9;444;-56.238;445;-18.385;446;1.429;3414;;1413;1824;3013;2.744;930.633;47.183;37.2;12.809;0.994;-99.9;0;10
10/09/2018 08:49:31;P524;0;38.793423;15.215718;114;6996;1558.153327;17434;924.269;20870;1467.23928;39136;16.64;31987;-43.9;445;-56.226;445;-18.385;445;1.429;3410;;1412;1825;3014;2.74;938.836;47.134;37.25;12.813;0.991;-99.9;0;10
10/09/2018 08:49:41;P525;0;38.793423;15.215718;120;6997;1559.127708;17436;924.318;20883;1468.401307;39140;16.642;32000;-43.3;445;-56.226;445;-18.385;446;1.429;3409;;1412;1825;3016;2.74;944.031;47.134;37.25;12.821;0.99;-99.9;0;10
10/09/2018 08:49:51;P526;0;38.793423;15.215718;120;6997;1559.127708;17440;924.417;20757;1456.204507;39143;16.644;32007;-43;445;-56.226;445;-18.385;446;1.429;3549;;1415;1825;3015;2.851;941.023;47.283;37.25;12.817;1.097;-99.9;0;10
10/09/2018 08:50:01;P527;0;38.793423;15.215718;114;6994;1556.399609;17438;924.368;20755;1456.010987;39146;16.645;31997;-43.4;445;-56.226;445;-18.385;446;1.429;3416;;1416;1825;3015;2.745;957.977;47.332;37.25;12.817;0.995;-99.9;0;10
10/09/2018 08:50:11;P528;0;38.793423;15.215718;120;6973;1536.539066;17434;924.269;20785;1458.914052;39151;16.647;31996;-43.5;445;-56.226;445;-18.385;445;1.429;3492;;1421;1826;3016;2.806;958.25;47.579;37.3;12.821;1.053;-99.9;0;10
10/09/2018 08:50:21;P529;0;38.793423;15.215718;120;6990;1552.503223;17434;924.269;20770;1457.559219;39154;16.649;32011;-42.8;445;-56.226;445;-18.385;446;1.429;3385;;1421;1827;3016;2.72;940.477;47.579;37.35;12.821;0.972;-99.9;0;10
10/09/2018 08:50:31;P530;0;38.793423;15.215718;120;6978;1541.404315;17437;924.343;20805;1460.84974;39158;16.651;31992;-43.7;445;-56.226;445;-18.385;446;1.429;3401;;1423;1826;3017;2.733;931.18;47.679;37.3;12.825;0.984;-99.9;0;10
10/09/2018 08:50:41;P531;0;38.793423;15.215718;120;6987;1549.776383;17435;924.294;20806;1461.043323;39162;16.653;31997;-43.4;445;-56.226;446;-18.38;446;1.429;3431;;1422;1826;3015;2.757;940.477;47.629;37.3;12.817;1.007;-99.9;0;10
10/09/2018 08:50:51;P532;0;38.793423;15.215718;120;6981;1544.129571;17438;924.368;20831;1463.366507;39168;16.656;32002;-43.2;445;-56.226;445;-18.385;446;1.429;3411;;1426;1827;3014;2.741;948.133;47.827;37.35;12.813;0.992;-99.9;0;10
10/09/2018 08:51:01;P533;0;38.793423;15.215718;120;6963;1527.202367;17437;924.343;20895;1469.563424;39172;16.658;32014;-42.7;445;-56.226;446;-18.38;446;1.429;3544;;1432;1827;3015;2.847;944.031;48.124;37.35;12.817;1.093;-99.9;0;10
10/09/2018 08:51:11;P534;0;38.793423;15.215718;120;6986;1548.802636;17434;924.269;20968;1476.538023;39174;16.659;32013;-42.7;445;-56.226;446;-18.38;446;1.429;3419;;1430;1826;3016;2.748;959.344;48.025;37.3;12.821;0.998;-99.9;0;10
10/09/2018 08:51:21;P535;0;38.793423;15.215718;120;7002;1563.805661;17436;924.318;21174;1496.511199;39177;16.66;32022;-42.3;445;-56.226;446;-18.38;446;1.429;3510;;1431;1826;3016;2.82;958.797;48.075;37.3;12.821;1.067;-99.9;0;10
10/09/2018 08:51:31;P536;0;38.793423;15.215718;120;6980;1543.156206;17432;924.22;21169;1496.123114;39181;16.662;32006;-43;445;-56.226;446;-18.38;446;1.429;3387;;1435;1827;3017;2.722;940.477;48.272;37.35;12.825;0.973;-99.9;0;10
10/09/2018 08:51:41;P537;0;38.793423;15.215718;120;7013;1574.141576;17435;924.294;21057;1485.260862;39185;16.664;32006;-43;445;-56.226;446;-18.38;446;1.429;3403;;1437;1827;3017;2.735;930.359;48.371;37.35;12.825;0.986;-99.9;0;10
10/09/2018 08:51:51;P538;0;38.793423;15.215718;120;7007;1568.485147;17429;924.146;21171;1496.317155;39186;16.665;32009;-42.9;445;-56.226;446;-18.38;447;1.429;3440;;1439;1827;3017;2.764;939.109;48.471;37.35;12.825;1.014;-99.9;0;10
10/09/2018 08:52:01;P539;0;38.793423;15.215718;120;7011;1572.385892;17434;924.269;21156;1494.764896;39190;16.667;32024;-42.3;445;-56.226;446;-18.38;446;1.429;3413;;1441;1828;3017;2.743;944.578;48.569;37.4;12.825;0.993;-99.9;0;10
10/09/2018 08:52:11;P540;0;38.793423;15.215718;120;6998;1560.102156;17435;924.294;21015;1481.189568;39194;16.669;32005;-43.1;445;-56.226;446;-18.38;446;1.429;3541;;1446;1828;3018;2.845;941.57;48.817;37.4;12.829;1.091;-99.9;0;10
10/09/2018 08:52:21;P541;0;38.793423;15.215718;113;6981;1544.129571;17443;924.491;21013;1480.995724;39199;16.671;32002;-43.2;446;-56.214;446;-18.38;447;1.429;3417;;1445;1828;3014;2.746;954.422;48.768;37.4;12.813;0.996;-99.9;0;10
10/09/2018 08:52:31;P542;0;38.793423;15.215718;113;6999;1561.076669;17433;924.244;20992;1478.863614;39204;16.673;32023;-42.3;446;-56.214;446;-18.38;447;1.429;3524;;1448;1828;3014;2.831;957.703;48.916;37.4;12.813;1.078;-99.9;0;10
10/09/2018 08:52:41;P543;0;38.793423;15.21572;113;6978;1541.404315;17429;924.146;20910;1471.113054;39210;16.676;32025;-42.2;446;-56.214;446;-18.38;446;1.429;3389;;1453;1828;3014;2.724;944.578;49.164;37.4;12.813;0.975;-99.9;0;10
10/09/2018 08:52:51;P544;0;38.793423;15.21572;120;6974;1537.511985;17435;924.294;20886;1468.788669;39215;16.679;32032;-41.9;446;-56.214;447;-18.376;446;1.429;3417;;1456;1829;3015;2.746;931.453;49.312;37.45;12.817;0.996;-99.9;0;10
10/09/2018 08:53:01;P545;0;38.793423;15.21572;120;7000;1562.05125;17438;924.368;20831;1463.366507;39218;16.68;32021;-42.4;446;-56.214;446;-18.38;446;1.429;3408;;1461;1829;3016;2.739;939.656;49.56;37.45;12.821;0.989;-99.9;0;10
10/09/2018 08:53:11;P546;0;38.793423;15.21572;120;6982;1545.103001;17433;924.244;20893;1469.369731;39223;16.683;32035;-41.8;446;-56.214;447;-18.376;447;1.429;3398;;1465;1830;3015;2.731;933.641;49.757;37.5;12.817;0.982;-99.9;0;10
10/09/2018 08:53:21;P547;0;38.793423;15.21572;121;6998;1560.102156;17436;924.318;20970;1476.731809;39226;16.684;32024;-42.3;446;-56.214;447;-18.376;447;1.429;3504;;1465;1829;3017;2.815;940.75;49.757;37.45;12.825;1.062;-99.9;0;10
10/09/2018 08:53:31;P548;0;38.793423;15.21572;121;6992;1554.451284;17439;924.393;21179;1497.093345;39226;16.684;32022;-42.3;446;-56.214;446;-18.38;447;1.429;3422;;1467;1829;3016;2.75;951.961;49.856;37.45;12.821;1;-99.9;0;10
10/09/2018 08:53:41;P549;0;38.793423;15.21572;113;7003;1564.780427;17436;924.318;21130;1492.242823;39231;16.687;32020;-42.4;446;-56.214;447;-18.376;447;1.429;3545;;1468;1830;3010;2.848;954.148;49.906;37.5;12.797;1.094;-99.9;0;10
10/09/2018 08:53:51;P550;0;38.793423;15.21572;113;6997;1559.127708;17441;924.442;21000;1479.638891;39236;16.689;32033;-41.9;446;-56.214;446;-18.38;447;1.429;3403;;1471;1829;3009;2.735;961.258;50.055;37.45;12.793;0.986;-99.9;0;10
10/09/2018 08:54:01;P551;0;38.793423;15.21572;113;7003;1564.780427;17443;924.491;21063;1485.842567;39238;16.69;32023;-42.3;447;-56.202;447;-18.376;447;1.429;3472;;1472;1830;3016;2.79;941.297;50.104;37.5;12.821;1.038;-99.9;0;10
10/09/2018 08:54:11;P552;0;38.793423;15.21572;113;7000;1562.05125;17447;924.59;21142;1493.406803;39239;16.691;32025;-42.2;446;-56.214;447;-18.376;447;1.429;3388;;1476;1830;3017;2.723;939.383;50.302;37.5;12.825;0.974;-99.9;0;10
10/09/2018 08:54:21;P553;0;38.793423;15.21572;121;7007;1568.485147;17441;924.442;21134;1492.630806;39244;16.693;32031;-41.9;446;-56.214;447;-18.376;447;1.429;3399;;1478;1831;3015;2.732;931.18;50.401;37.55;12.817;0.983;-99.9;0;10
10/09/2018 08:54:31;P554;0;38.793423;15.21572;121;7032;1592.101051;17439;924.393;21204;1499.422162;39247;16.695;32021;-42.4;446;-56.214;447;-18.376;447;1.429;3459;;1479;1831;3017;2.78;941.023;50.451;37.55;12.825;1.028;-99.9;0;10
10/09/2018 08:54:41;P555;0;38.793423;15.21572;121;6991;1553.47722;17441;924.442;21129;1492.242823;39253;16.697;32038;-41.6;446;-56.214;447;-18.376;447;1.429;3405;;1482;1830;3018;2.736;950.32;50.599;37.5;12.829;0.987;-99.9;0;10
10/09/2018 08:54:51;P556;0;38.793423;15.21572;121;6993;1555.425413;17438;924.368;21209;1500.004424;39257;16.699;32022;-42.3;447;-56.202;447;-18.376;447;1.429;3546;;1484;1831;3017;2.849;941.297;50.698;37.55;12.825;1.094;-99.9;0;10
10/09/2018 08:55:01;P557;0;38.793423;15.21572;121;6998;1560.102156;17433;924.244;21175;1496.705245;39264;16.703;32046;-41.3;447;-56.202;447;-18.376;448;1.429;3429;;1487;1831;3017;2.756;954.969;50.847;37.55;12.825;1.005;-99.9;0;10
10/09/2018 08:55:11;P558;0;38.793423;15.21572;121;6995;1557.179013;17442;924.467;21074;1486.812125;39269;16.705;32037;-41.7;446;-56.214;447;-18.376;447;1.429;3517;;1492;1831;3028;2.826;959.617;51.094;37.55;12.87;1.072;-99.9;0;10
10/09/2018 08:55:21;P559;0;38.793423;15.21572;121;6977;1540.431134;17439;924.393;21060;1485.454761;39272;16.707;32037;-41.7;447;-56.202;447;-18.376;448;1.429;3389;;1492;1832;3031;2.724;952.234;51.094;37.6;12.882;0.975;-99.9;0;10
10/09/2018 08:55:31;P560;0;38.793423;15.21572;121;7000;1562.05125;17441;924.442;21160;1495.152945;39278;16.71;32042;-41.5;447;-56.202;447;-18.376;448;1.429;3423;;1498;1832;3015;2.751;933.367;51.391;37.6;12.817;1.001;-99.9;0;10
10/09/2018 08:55:41;P561;0;38.793423;15.21572;121;6992;1554.451284;17431;924.195;21203;1499.422162;39284;16.713;32035;-41.8;447;-56.202;447;-18.376;448;1.429;3394;;1502;1832;3013;2.728;940.203;51.589;37.6;12.809;0.979;-99.9;0;10
10/09/2018 08:55:51;P562;0;38.793423;15.215722;121;7014;1575.11705;17438;924.368;21331;1511.6545;39290;16.716;32035;-41.8;447;-56.202;448;-18.371;448;1.429;3405;;1506;1833;3014;2.736;932;51.787;37.65;12.813;0.987;-99.9;0;10
10/09/2018 08:56:01;P563;0;38.793423;15.215722;112;7009;1570.435386;17444;924.516;21378;1516.317122;39294;16.718;32035;-41.8;447;-56.202;448;-18.371;448;1.429;3462;;1510;1832;3015;2.782;939.109;51.985;37.6;12.817;1.03;-99.9;0;10
10/09/2018 08:56:11;P564;0;38.793423;15.215722;112;7008;1569.460233;17444;924.516;21356;1514.179902;39297;16.719;32048;-41.2;447;-56.202;448;-18.371;448;1.429;3413;;1515;1832;3016;2.743;937.742;52.232;37.6;12.821;0.993;-99.9;0;10
10/09/2018 08:56:21;P565;0;38.793423;15.215722;121;7002;1563.805661;17442;924.467;21349;1513.402809;39304;16.722;32041;-41.5;447;-56.202;448;-18.371;448;1.429;3510;;1518;1833;3017;2.82;942.117;52.381;37.65;12.825;1.067;-99.9;0;10
10/09/2018 08:56:31;P566;0;38.793423;15.215722;121;7016;1577.068198;17443;924.491;21256;1504.469195;39309;16.725;32049;-41.2;447;-56.202;448;-18.371;448;1.429;3425;;1524;1833;3017;2.752;952.234;52.678;37.65;12.825;1.002;-99.9;0;10
10/09/2018 08:56:41;P567;0;38.793423;15.215722;121;6992;1554.451284;17446;924.565;21200;1499.034001;39315;16.728;32036;-41.7;447;-56.202;448;-18.371;448;1.429;3527;;1526;1832;3003;2.834;941.57;52.777;37.6;12.768;1.08;-99.9;0;10
10/09/2018 08:56:51;P568;0;38.793423;15.215722;120;6997;1559.127708;17451;924.689;21192;1498.257708;39319;16.73;32039;-41.6;447;-56.202;448;-18.371;448;1.429;3431;;1528;1834;3001;2.757;952.508;52.876;37.7;12.76;1.007;-99.9;0;10
10/09/2018 08:57:01;P569;0;38.793423;15.215722;121;7004;1565.75526;17451;924.689;21120;1491.27291;39321;16.731;32037;-41.7;448;-56.19;448;-18.371;448;1.429;3549;;1528;1835;3016;2.851;941.57;52.876;37.75;12.821;1.097;-99.9;0;10
10/09/2018 08:57:11;P570;0;38.793423;15.215722;121;7023;1583.508893;17459;924.886;21203;1499.422162;39323;16.732;32048;-41.2;447;-56.202;448;-18.371;448;1.429;3423;;1528;1833;3016;2.751;954.422;52.876;37.65;12.821;1.001;-99.9;0;10
10/09/2018 08:57:21;P571;0;38.793423;15.215722;121;7004;1565.75526;17450;924.664;21151;1494.376857;39324;16.732;32032;-41.9;448;-56.19;448;-18.371;449;1.429;3551;;1527;1836;3018;2.853;942.664;52.826;37.8;12.829;1.098;-99.9;0;10
10/09/2018 08:57:31;P572;0;38.793423;15.215722;121;7057;1615.560923;17444;924.516;21232;1502.13958;39321;16.731;32029;-42;447;-56.202;448;-18.371;449;1.429;3431;;1523;1836;3017;2.757;952.234;52.629;37.8;12.825;1.007;-99.9;0;10
10/09/2018 08:57:41;P573;0;38.793423;15.215722;121;7074;1631.614539;17454;924.763;21558;1533.815241;39316;16.728;32025;-42.2;448;-56.19;448;-18.371;449;1.429;3524;;1516;1836;3018;2.831;940.75;52.282;37.8;12.829;1.078;-99.9;0;10
10/09/2018 08:57:51;P574;0;38.793423;15.215722;121;7085;1642.00056;17447;924.59;21562;1534.204328;39315;16.728;32042;-41.5;448;-56.19;449;-18.367;449;1.429;3412;;1511;1836;3018;2.742;951.961;52.035;37.8;12.829;0.992;-99.9;0;10
10/09/2018 08:58:01;P575;0;38.793423;15.215722;112;7066;1623.97697;17447;924.59;21578;1535.760778;39318;16.729;32035;-41.8;448;-56.19;448;-18.371;449;1.429;3520;;1506;1835;3018;2.828;941.297;51.787;37.75;12.829;1.075;-99.9;0;10
10/09/2018 08:58:11;P576;0;38.793423;15.215722;121;7068;1625.93492;17448;924.615;21598;1537.706577;39322;16.731;32029;-42;448;-56.19;449;-18.367;449;1.429;3393;;1507;1837;3031;2.727;939.93;51.836;37.85;12.882;0.978;-99.9;0;10
10/09/2018 08:58:21;P577;0;38.793423;15.215722;121;7072;1629.655787;17450;924.664;21591;1536.928226;39323;16.732;32033;-41.9;449;-56.179;449;-18.367;450;1.429;3408;;1507;1838;3032;2.739;939.93;51.836;37.9;12.886;0.989;-99.9;0;10
10/09/2018 08:58:31;P578;0;38.793423;15.215723;112;7047;1606.172261;17449;924.639;21547;1532.648044;39324;16.732;32041;-41.5;449;-56.179;449;-18.367;449;1.429;3444;;1506;1837;3016;2.768;934.461;51.787;37.85;12.821;1.017;-99.9;0;10
10/09/2018 08:58:41;P579;0;38.793427;15.215732;112;7051;1609.887853;17442;924.467;21367;1515.151327;39326;16.733;32050;-41.1;449;-56.179;449;-18.367;449;1.429;3399;;1499;1837;3014;2.732;962.352;51.44;37.85;12.813;0.983;-99.9;0;10
10/09/2018 08:58:51;P580;0;38.79343;15.215735;121;7043;1602.457656;17445;924.541;21257;1504.663346;39327;16.734;32037;-41.7;448;-56.19;449;-18.367;449;1.429;3530;;1498;1838;3016;2.836;960.438;51.391;37.9;12.821;1.082;-99.9;0;10
10/09/2018 08:59:01;P581;0;38.79343;15.215735;121;7032;1592.101051;17451;924.689;21255;1504.469195;39325;16.733;32036;-41.7;449;-56.179;449;-18.367;450;1.429;3434;;1490;1838;3016;2.76;953.602;50.995;37.9;12.821;1.009;-99.9;0;10
10/09/2018 08:59:11;P582;0;38.79343;15.215735;111;7029;1589.171319;17451;924.689;21194;1498.451777;39329;16.735;32040;-41.5;449;-56.179;450;-18.362;450;1.429;3451;;1485;1837;3016;2.773;939.383;50.748;37.85;12.821;1.022;-99.9;0;10
10/09/2018 08:59:21;P583;0;38.793434;15.215738;121;7055;1613.604432;17459;924.886;21484;1526.619023;39333;16.737;32041;-41.5;449;-56.179;450;-18.362;450;1.429;3449;;1486;1838;3017;2.772;934.734;50.797;37.9;12.825;1.021;-99.9;0;10
10/09/2018 08:59:31;P584;0;38.793434;15.21574;121;7091;1647.686789;17459;924.886;21608;1538.679574;39335;16.738;32031;-41.9;449;-56.179;450;-18.362;450;1.429;3430;;1487;1839;3016;2.756;954.148;50.847;37.95;12.821;1.006;-99.9;0;10
10/09/2018 08:59:41;P585;0;38.793434;15.21574;121;7071;1628.872363;17455;924.788;21628;1540.625765;39336;16.738;32035;-41.8;449;-56.179;449;-18.367;450;1.429;3406;;1484;1838;3002;2.737;941.023;50.698;37.9;12.764;0.988;-99.9;0;10
10/09/2018 08:59:51;P586;0;38.793434;15.21574;121;7062;1620.257624;17461;924.936;21748;1552.113643;39337;16.739;32037;-41.7;449;-56.179;450;-18.362;450;1.429;3485;;1486;1839;3002;2.8;948.133;50.797;37.95;12.764;1.048;-99.9;0;10
10/09/2018 09:00:01;P587;0;38.793434;15.21574;121;7051;1609.887853;17457;924.837;21740;1551.334514;39337;16.739;32052;-41;449;-56.179;450;-18.362;450;1.429;3434;;1484;1838;3012;2.76;952.234;50.698;37.9;12.805;1.009;-99.9;0;10
10/09/2018 09:00:11;P588;0;38.793434;15.21574;121;7053;1611.843823;17466;925.059;21495;1527.591276;39340;16.74;32048;-41.2;449;-56.179;450;-18.362;450;1.429;3437;;1483;1840;3017;2.762;941.023;50.648;38;12.825;1.011;-99.9;0;10
10/09/2018 09:00:21;P589;0;38.793434;15.21574;121;7065;1623.193867;17473;925.232;21379;1516.317122;39342;16.741;32045;-41.3;449;-56.179;450;-18.362;450;1.429;3502;;1482;1840;3018;2.814;959.617;50.599;38;12.829;1.061;-99.9;0;10
10/09/2018 09:00:31;P590;0;38.793434;15.21574;122;7046;1605.194638;17462;924.961;21397;1518.065989;39339;16.74;32020;-42.4;449;-56.179;450;-18.362;450;1.429;3421;;1478;1840;3018;2.749;943.484;50.401;38;12.829;0.999;-99.9;0;10
10/09/2018 09:00:41;P591;0;38.793434;15.21574;122;7027;1587.413771;17463;924.985;21319;1510.489076;39341;16.741;32003;-43.2;449;-56.179;450;-18.362;450;1.429;3416;;1474;1840;3019;2.745;962.352;50.203;38;12.833;0.995;-99.9;0;10
10/09/2018 09:00:51;P592;0;38.793434;15.21574;121;7021;1581.75205;17452;924.714;21256;1504.469195;39343;16.742;32019;-42.5;449;-56.179;450;-18.362;450;1.429;3470;;1472;1842;3018;2.788;941.57;50.104;38.1;12.829;1.037;-99.9;0;10
10/09/2018 09:01:01;P593;0;38.793434;15.21574;121;7013;1574.141576;17456;924.812;21294;1508.158507;39341;16.741;32031;-41.9;450;-56.167;450;-18.362;451;1.429;3526;;1472;1842;3019;2.833;960.164;50.104;38.1;12.833;1.079;-99.9;0;0
10/09/2018 09:01:11;P593;0;38.793434;15.21574;121.3333333;7016.666667;1577.58855;17454;924.7626667;21270.33333;1505.89303;39342.66667;16.74166667;32029.66667;-41.96666667;450;-56.167;450;-18.362;451;1.429;3529.666667;;1470.666667;1842;3023.666667;2.836;954.2396667;50.038;38.1;12.852;1.081666667;-99.9;1;0
10/09/2018 09:01:21;P593;0;38.793434;15.21574;121.6666667;7020.333333;1581.036361;17452;924.7133333;21246.66667;1503.627903;39344.33333;16.74233333;32028.33333;-42.03333333;450;-56.167;450;-18.362;451;1.429;3533.333333;;1469.333333;1842;3028.333333;2.839;948.3153333;49.972;38.1;12.871;1.084333333;-99.9;1;30
10/09/2018 09:01:31;P596;0;38.793434;15.21574;122;7024;1584.485012;17450;924.664;21223;1501.363124;39346;16.743;32027;-42.1;450;-56.167;450;-18.362;451;1.429;3537;;1468;1842;3033;2.842;942.391;49.906;38.1;12.89;1.087;-99.9;0;10
10/09/2018 09:01:41;P597;0;38.793434;15.21574;122;7027;1587.413771;17446;924.565;21354;1513.985625;39347;16.744;32023;-42.3;450;-56.167;451;-18.358;451;1.429;3515;;1463;1844;3016;2.824;958.25;49.659;38.2;12.821;1.071;-99.9;0;10
10/09/2018 09:01:51;P598;0;38.79343;15.21574;122;7027;1587.413771;17450;924.664;21272;1506.022476;39347;16.744;32034;-41.8;450;-56.167;451;-18.358;451;1.429;3414;;1464;1843;3016;2.744;932.82;49.708;38.15;12.821;0.994;-99.9;0;10
10/09/2018 09:02:01;P599;0;38.79343;15.21574;122;7051;1609.887853;17457;924.837;21296;1508.352707;39346;16.743;32046;-41.3;451;-56.155;451;-18.358;451;1.429;3433;;1459;1845;3017;2.759;953.328;49.46;38.25;12.825;1.008;-99.9;0;10
10/09/2018 09:02:11;P600;0;38.79343;15.21574;122;7070;1627.893146;17468;925.109;21316;1510.294848;39346;16.743;32045;-41.3;451;-56.155;451;-18.358;451;1.429;3404;;1460;1843;3016;2.736;962.625;49.51;38.15;12.821;0.986;-99.9;0;10
10/09/2018 09:02:21;P601;0;38.79343;15.21574;122;7069;1626.913999;17460;924.911;21353;1513.791351;39345;16.743;32034;-41.8;450;-56.167;451;-18.358;451;1.429;3393;;1453;1845;3017;2.727;942.117;49.164;38.25;12.825;0.978;-99.9;0;10
10/09/2018 09:02:31;P602;0;38.79343;15.21574;122;7058;1616.539272;17467;925.084;21340;1512.625757;39346;16.743;32034;-41.8;450;-56.167;451;-18.358;451;1.429;3513;;1452;1845;3017;2.823;941.844;49.114;38.25;12.825;1.069;-99.9;0;10
10/09/2018 09:02:41;P603;0;38.79343;15.21574;122;7034;1593.859182;17465;925.035;21179;1497.093345;39347;16.744;32017;-42.6;450;-56.167;451;-18.358;452;1.429;3552;;1450;1845;3003;2.854;943.484;49.015;38.25;12.768;1.099;-99.9;0;10
10/09/2018 09:02:51;P604;0;38.79343;15.21574;122;7026;1586.437451;17458;924.862;21194;1498.451777;39346;16.743;32030;-42;450;-56.167;451;-18.358;451;1.429;3555;;1447;1846;3004;2.856;954.422;48.867;38.3;12.772;1.101;-99.9;0;10
